Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
small-uzbek-ceramic-bowls-multi-stripe-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_large_b6041dd3-993a-4b74-9039-600ab89d91d6.jpeg?v=1419279224,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-multi-check-uzbekistan,Small Ceramic Dipping Bowl - Multi-check - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a bold, multi-coloured check design. Display it on its own or group some together for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p><span style=""line-height: 1.5;""></span>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominate the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120492uz,300,shopify,7,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/T4150x3421-00347A.jpeg?v=1419279229,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-multi-check-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/T4150x3421-00347.jpeg?v=1419279229,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-multi-check-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_large_44e9c962-b038-488a-a93a-71cb4af3c2a3.jpeg?v=1419279229,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-green-motif-uzbekistan,Small Ceramic Dipping Bowl - Green Motif - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><strong></strong> <span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features fluid organic patterns in shades of rich emerald. Display it on its own or </span> <span style=""line-height: 21px;"">in a</span> <span style=""line-height: 1.5;""> grouping for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120702uz,300,shopify,9,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/GreenBowls2_300dpiA.jpeg?v=1419279235,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-green-motif-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/GreenBowls2_large_c55fde0a-3b5f-4515-915c-5e876727bd69.jpeg?v=1419279235,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-green-motif-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_4439ae73-bd31-434a-8727-94f88d05c948.jpeg?v=1419279235,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-green-check-uzbekistan,Small Ceramic Dipping Bowl - Green Check - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><strong></strong> <span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features fluid organic patterns in shades of rich emerald. Display it on its own or in a grouping for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120701uz,300,shopify,8,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/GreenBowls2_300dpiC.jpeg?v=1419279243,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-green-check-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/GreenBowls2_large_9d65e3b3-52e9-45b2-880c-063da81de894.jpeg?v=1419279243,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-green-check-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_48b44831-103e-47c2-b74b-2f3fa2a21cee.jpeg?v=1419279243,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-brown-deer-uzbekistan,Small Ceramic Dipping Bowl - Brown Deer - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a deer print in a brown and white motif. Display it on its own or group them together for a lovely </span>centrepiece. They can also be used as<span style=""line-height: 1.5;""> stylish spots for storing small items like paper clips, rings or loose change.</span><br><span style=""line-height: 1.5;""></span></p>
<p><span style=""line-height: 1.5;"">This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominate the architecture of many Uzbek cities with its tiled dorms and historic buildings.</span> <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h. </em> <br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120802uz,300,shopify,3,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/BrownBowls_300dpiA.jpeg?v=1419279249,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-brown-deer-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/BrownBowls_large_94799746-0ea9-4e9a-aacf-bb2b6bf829b5.jpeg?v=1419279249,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-brown-deer-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_51921c05-21b3-4edf-84ee-dd0144e176de.jpeg?v=1419279249,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-brown-antelope-uzbekistan,Small Ceramic Dipping Bowl - Brown Antelope - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features an antelope print in a brown and white motif. Display it on its own or in a grouping for a lovely centrepiece. They can also be used </span> <span style=""line-height: 1.5;"">as stylish spots for storing small items like paper clips, rings or loose change.</span> <br><span style=""line-height: 1.5;""></span></p>
<p><span style=""line-height: 1.5;"">This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still  dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings.</span> <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h. </em> <br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120801uz,300,shopify,2,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/BrownBowls_300dpiD.jpeg?v=1419279254,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-brown-antelope-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/BrownBowls_large_b817335a-4eb0-4adc-993b-8545993812fe.jpeg?v=1419279254,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-brown-antelope-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_dfdb91ed-b3aa-4f9a-9622-97ca39498948.jpeg?v=1419279254,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowls-blue-flower-uzbekistan,Small Ceramic Dipping Bowl - Blue Flower - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a floral pattern in shades of blue and white. Display it on its own or in a grouping for a lovely, artistic </span>centrepiece<span style=""line-height: 1.5;"">. They are also very useful as stylish spots for storing small items like paper clips, rings or loose change.</span><br><span style=""line-height: 1.5;""></span></p>
<p><span style=""line-height: 1.5;"">This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. </span> <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em> <br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, holiday gifts, Uzbekistan",TRUE,Title,Default Title,,,,,h4120602uz,300,shopify,0,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/BlueBowls_300dpiA.jpeg?v=1419279259,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowls-blue-flower-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/BlueBowls_large_77265287-217d-4075-b437-d726339a28bf.jpeg?v=1419279259,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowls-blue-flower-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_f1722c38-1585-4984-b88e-105563d1a64d.jpeg?v=1419279259,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-blue-bird-uzbekistan,Small Ceramic Dipping Bowl - Blue Bird - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a charming bird in shades of blue and white. Display it on its own or group some together for a lovely </span>centrepiece. <span style=""line-height: 1.5;"">They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span><br><span style=""line-height: 1.5;""></span></p>
<p><span style=""line-height: 1.5;"">This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. </span> <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em> <br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120601uz,300,shopify,0,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/BlueBowls_300dpiB.jpeg?v=1419279266,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-blue-bird-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/BlueBowls_large_30c27a89-b20a-4ec0-ba0d-d2935808b674.jpeg?v=1419279266,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-blue-bird-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_a627dc4e-5b3d-40f9-8d3e-5abb60b37110.jpeg?v=1419279266,,,,,,,,,,,,,,,,,,,
plain-cotton-lampshade-with-torn-cotton-border,Cotton Lampshade with Torn Cotton Border - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Ilona Yusuf</strong></p>
<p>This unique tone-on-tone lampshade is handmade from unbleached calico and features a torn-cotton border.</p>
<p>It combines traditional Pakistani embroidery and block-printing with contemporary style. The embroidery is done by hand and the blocks for printing are antiques. The shade is made using a restricted palette of unbleached, off-white cotton with motifs in ochre, dark brown or black.<br><br>•<em>   Dimensions: 36cm (d) x 20cm (h).</em></p>",Ilona Yusuf,Lampshades,"Ilona Yusuf, Lamp Shades, Pakistan",TRUE,Title,Default Title,,,,,h6140825pa,1000,shopify,0,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/h6140825pa_313.jpeg?v=1419280558,,FALSE,,,,,,,,,,,,,,,,,kg
plain-cotton-lampshade-with-torn-cotton-border,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_LampsV5.jpeg?v=1419280558,,,,,,,,,,,,,,,,,,,
block-printed-lampshade-with-floral-motifs,Block-printed Square Lampshade with Floral Motifs - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Ilona Yusuf </strong><br><br>This unique lampshade is handmade from unbleached calico and features a block-printed floral motif.<br><br>It combines traditional Pakistani embroidery and block-printing with contemporary style. The embroidery is done by hand and the blocks for printing are antiques. The shade is made using a restricted palette of unbleached, off-white cotton with motifs in ochre, dark brown or black.<br><br><em>•   Dimensions: 36cm (w) x </em><em>36cm (w) x </em><em>27cm (h).</em></p>",Ilona Yusuf,Lampshades,"Ilona Yusuf, Lamp Shades, Pakistan",TRUE,Title,Default Title,,,,,h6120825pa,1000,shopify,0,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/h6120825pa.jpeg?v=1419280741,,FALSE,,,,,,,,,,,,,,,,,kg
